,genre,artist,track,popularity,danceability,instrumentalness,favorite,prediction
150320,Pop,Troye Sivan,The Fault in Our Stars,66,0.48100000000000004,2.84e-05,0,1
150361,Pop,Isaiah Rashad,Free Lunch,65,0.865,5.39e-05,0,1
150367,Pop,Ed Sheeran,Castle on the Hill - Acoustic,68,0.563,0.0,0,1
150384,Pop,Terror Jr,3 Strikes,61,0.599,0.00773,0,1
150428,Pop,Anitta,Terremoto,84,0.8909999999999999,0.0,0,1
150432,Pop,Sofia Carson,Chillin' Like a Villain,62,0.6759999999999999,0.0,0,1
150482,Pop,James Bay,Wild Love - Acoustic,67,0.507,0.0,0,1
150486,Pop,AJR,Turning Out,56,0.6,0.0,0,1
150497,Pop,will.i.am,Feelin' Myself,64,0.8590000000000001,0.0,0,1
150515,Pop,FINNEAS,Claudia,63,0.812,0.0,0,1
150519,Pop,H.E.R.,2,61,0.794,0.0184,0,1
150521,Pop,Ab-Soul,The Law (feat. Mac Miller & Rapsody),65,0.7440000000000001,0.0,0,1
150523,Pop,Jon Langston,When It Comes To Loving You,60,0.6890000000000001,0.0,0,1
150549,Pop,James TW,When You Love Someone - Acoustic,68,0.711,0.0,0,1
150575,Pop,Young Thug,Feel It,61,0.721,0.0,0,1
150587,Pop,Møme,Aloha,68,0.613,0.000771,0,1
150589,Pop,Gentle Bones,I Wouldn't Know Any Better Than You,66,0.708,0.0,0,1
150593,Pop,Cardi B,Cheap Ass Weave,58,0.782,3.5000000000000004e-06,0,1
150606,Pop,DeJ Loaf,Hey There,58,0.633,0.000146,0,1
150629,Pop,Wild Rivers,Speak Too Soon,61,0.705,0.00011599999999999999,0,1
150642,Pop,DeJ Loaf,You Belong To Somebody Else,58,0.79,5.83e-06,0,1
150643,Pop,Saba,BUSY / SIRENS,64,0.667,0.0,0,1
150655,Pop,Joss Favela,Pienso en Ti,67,0.6609999999999999,0.0,0,1
150679,Pop,Lady Gaga,Sinner's Prayer,62,0.59,0.000446,0,1
150694,Pop,Mike Stud,Things I Like,58,0.768,0.0293,0,1
150704,Pop,G-Eazy,Leviathan,59,0.6629999999999999,0.0,0,1
150726,Pop,Alvaro Soler,La Cintura,77,0.706,0.0,0,1
150730,Pop,Gryffin,Tie Me Down (feat. Elley Duhé) - Blanke Remix,63,0.578,0.0,0,1
150744,Pop,Carnage,Overtime (feat. Sebastian Reynoso & KYLE),64,0.687,0.0,0,1
150778,Pop,Diddy,I Need A Girl (Part One) (feat. Usher & Loon),64,0.66,0.0,0,1
150844,Pop,Sasha Sloan,I’ll Be There,56,0.516,9.22e-05,0,1
150849,Pop,Banda Los Sebastianes,Mi Meta Contigo,66,0.794,1.58e-06,0,1
150854,Pop,New Boyz,FM$,58,0.67,0.0299,0,1
150874,Pop,Gwen Stefani,What U Workin' With?,60,0.753,0.00015900000000000002,0,1
150898,Pop,SHINee,View,62,0.728,0.0,0,1
150902,Pop,Jack & Jack,Lotta Love,60,0.7240000000000001,0.0,0,1
150903,Pop,Lorde,Sober,59,0.7959999999999999,0.00411,0,1
150909,Pop,Michael Jackson,The Way You Make Me Feel,62,0.608,0.000554,0,1
150915,Pop,Gianluca Grignani,Mi Historia Entre Tus Dedos,67,0.628,0.0,0,1
150923,Pop,Lil Yachty,Forever World (feat. Trippie Redd),63,0.578,5.2300000000000004e-05,0,1
150963,Pop,Sandro Cavazza,Used To,67,0.659,0.0,0,1
150995,Pop,Kendrick Lamar,Black Panther,66,0.618,3.84e-06,0,1
151007,Pop,Dispatch,The General,61,0.541,0.0,0,1
151012,Pop,Jay Park,V,62,0.83,0.0,0,1
151013,Pop,Lorde,White Teeth Teens,59,0.643,6.99e-05,0,1
151020,Pop,Janelle Monáe,I Like That - Recorded at Spotify Studios NYC,61,0.522,2.18e-06,0,1
151025,Pop,Twista,Slow Jamz (feat. Kanye West & Jamie Foxx),63,0.561,0.0,0,1
151097,Pop,Sheck Wes,Do That,64,0.782,0.0706,0,1
151103,Pop,Playboi Carti,Flex,62,0.75,0.0,0,1
151115,Pop,Maroon 5,Bet My Heart,56,0.759,0.0,0,1
151131,Pop,Meek Mill,Jump Out the Face (feat. Future),59,0.6990000000000001,1.26e-06,0,1
151143,Pop,Boogie,Skydive II (feat. 6LACK),64,0.7440000000000001,1.4000000000000001e-05,0,1
151174,Pop,Joyner Lucas,Ultrasound,62,0.882,0.0,0,1
151185,Pop,Sebastian Yatra,My Only One (No Hay Nadie Más),68,0.727,0.0,0,1
151217,Pop,BTS,Like,62,0.5820000000000001,0.0,0,1
151266,Pop,Felipe Peláez,Vivo Pensando En Ti (feat. Maluma),70,0.797,0.0,0,1
151309,Pop,PLVTINUM,Champagne & Sunshine,57,0.607,0.0,0,1
151337,Pop,James TW,Torn - Bonus Track,65,0.599,0.0,0,1
151362,Pop,Vigiland,Be Your Friend‬‬,75,0.6,0.0,0,1
151368,Pop,88GLAM,Purple Baguettes,62,0.6990000000000001,0.0,0,1
151378,Pop,Tiësto,Carry You Home (feat. StarGate & Aloe Blacc),67,0.518,0.0,0,1
151390,Pop,Noname,"Shadow Man (feat. Phoelix, Smino & Saba)",64,0.611,1.52e-06,0,1
151408,Pop,Avril Lavigne,Goddess,64,0.47200000000000003,0.0,0,1
151422,Pop,BTS,Hold Me Tight,61,0.631,0.0,0,1
151430,Pop,gnash,that one song,56,0.8270000000000001,0.0,0,1
151438,Pop,G-Eazy,Of All Things,57,0.74,0.0,0,1
151452,Pop,blackbear,Rly Real,56,0.7440000000000001,0.0,0,1
151461,Pop,6LACK,Bless Me,60,0.474,0.0,0,1
151469,Pop,Anna Clendening,Boys Like You,58,0.6709999999999999,0.0,0,1
151481,Pop,Twista,Slow Jamz,59,0.569,0.0,0,1
151487,Pop,Flatbush Zombies,"New Phone, Who Dis?",61,0.843,6.34e-06,0,1
151494,Pop,Mat Kearney,Better Than I Used To Be,55,0.75,0.000362,0,1
151537,Pop,Revolver Cannabis,El De Los Lentes Carrera (Bonus Track),64,0.718,0.0,0,1
151552,Pop,Irene Cara,What A Feeling,68,0.532,0.0,0,1
151557,Pop,James Arthur,I Am,63,0.47600000000000003,0.0,0,1
151577,Pop,Lewis Capaldi,Fade,59,0.419,0.0,0,1
151632,Pop,Shakira,Trap (feat. Maluma),64,0.774,0.0,0,1
151638,Pop,SoMo,Wild Heart,56,0.6779999999999999,0.0,0,1
151679,Pop,Ella Mai,Cheap Shot,61,0.769,1.5399999999999998e-05,0,1
151691,Pop,Brenda Lee,Rockin' Around The Christmas Tree - Single Version,64,0.691,0.0,0,1
151696,Pop,Ella Mai,Makes Me Wonder,61,0.728,0.0,0,1
151706,Pop,Kehlani,Everything Is Yours,57,0.608,0.0,0,1
151712,Pop,Kevin Gates,John Gotti,58,0.564,0.0,0,1
151721,Pop,Transviolet,Undo,59,0.6859999999999999,0.00946,0,1
151740,Pop,Big Sean,Who's Stopping Me (& Metro Boomin),60,0.664,0.0,0,1
151753,Pop,ZAYN,If I Got You,62,0.547,0.0,0,1
151757,Pop,BROCKHAMPTON,DISTRICT,61,0.66,6.32e-06,0,1
151818,Pop,Johnny Orlando,Sleep,64,0.5660000000000001,0.0,0,1
151838,Pop,BIGBANG,LOSER,64,0.648,0.0,0,1
151840,Pop,LL Cool J,Doin' It,64,0.804,0.0398,0,1
151855,Pop,Future,Extra Luv,61,0.831,0.000883,0,1
151856,Pop,Frankie Cosmos,Young,57,0.495,1.67e-05,0,1
151860,Pop,Plested,Worthy Of You,62,0.451,0.0,0,1
151871,Pop,KYLE,Really? Yeah!,56,0.838,1.92e-05,0,1
151879,Pop,Loco,Don't,64,0.85,0.0,0,1
151901,Pop,Elina,Here With Me,67,0.433,0.0,0,1
151960,Pop,Twenty One Pilots,"A Car, A Torch, A Death",60,0.618,9.23e-06,0,1
152001,Pop,Kali Uchis,Lottery,56,0.737,0.0,0,1
152015,Pop,Maggie Lindemann,Human,60,0.6920000000000001,0.00011499999999999999,0,1
152063,Pop,Cavetown,Pigeon,59,0.6559999999999999,0.0,0,1
152097,Pop,Cardi B,Trust Issues,57,0.785,0.0,0,1
152108,Pop,Liza Anne,"1,000 Years",60,0.43700000000000006,0.0,0,1
152123,Pop,Quinn XCII,Tourist,57,0.821,0.0,0,1
152126,Pop,Bishop Briggs,White Flag,62,0.524,0.0,0,1
152154,Pop,Shakey Graves,Roll The Bones - Audiotree Live Version,59,0.597,1.47e-05,0,1
152171,Pop,HRVY,I Don't Think About You,64,0.6829999999999999,2.6300000000000002e-05,0,1
152172,Pop,Marc E. Bassy,Lock It Up (feat. Kehlani),56,0.738,0.0,0,1
152175,Pop,Maxwell,Pretty Wings - uncut,59,0.563,2.07e-06,0,1
152176,Pop,Chase Atlantic,LUST,58,0.6409999999999999,0.000443,0,1
152225,Pop,Chelsea Jade,Laugh It Off,60,0.763,0.00013700000000000002,0,1
152251,Pop,Roy Blair,Happy,58,0.7979999999999999,0.0,0,1
152258,Pop,Frankie Valli & The Four Seasons,Sherry,60,0.703,0.0,0,1
152279,R&B,Queen Naija,Medicine,75,0.741,0.0,0,1
152283,R&B,YK Osiris,Valentine,75,0.76,0.0,0,1
152284,R&B,Ella Mai,Shot Clock,77,0.512,0.0,0,1
152286,R&B,James Blake,Mile High (feat. Travis Scott & Metro Boomin),79,0.754,6.22e-05,0,1
152302,R&B,Alessia Cara,Scars To Your Beautiful,76,0.573,0.0,0,1
152306,R&B,Zara Larsson,Ruin My Life,88,0.665,0.0,0,1
152308,R&B,The Weeknd,The Hills,82,0.58,0.0,0,1
152313,R&B,Jhene Aiko,Sativa,75,0.741,0.0,0,1
152318,R&B,Jacquees,You,77,0.735,0.0,0,1
152321,R&B,Julia Michaels,Anxiety (with Selena Gomez),83,0.8029999999999999,0.0,0,1
152323,R&B,Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",79,0.805,0.0,0,1
152331,R&B,Camila Cabello,Never Be the Same,81,0.637,0.000637,0,1
152339,R&B,Ella Mai,Naked - Bonus Track,73,0.35600000000000004,0.0,0,1
152340,R&B,Queen Naija,Butterflies,70,0.737,0.0,0,1
152351,R&B,Julia Michaels,Jump (with Trippie Redd),77,0.654,0.0,0,1
152356,R&B,Normani,Waves (feat. 6LACK),76,0.578,0.0,0,1
152358,R&B,SZA,Broken Clocks,74,0.684,0.0,0,1
152359,R&B,Jhene Aiko,Never Call Me (feat. YG) - Remix,73,0.595,0.0,0,1
152361,R&B,Rex Orange County,New House,74,0.402,0.0,0,1
152370,R&B,Rihanna,Take A Bow,80,0.6970000000000001,0.0,0,1
152372,R&B,Meghan Trainor,Like I'm Gonna Lose You,80,0.63,0.0,0,1
152404,R&B,Kehlani,Nunya (feat. Dom Kennedy),74,0.675,0.0,0,1
152409,R&B,Sabrina Claudio,Belong to You (feat. 6LACK),70,0.605,0.0152,0,1
152420,R&B,Ella Mai,Gut Feeling (feat. H.E.R.),70,0.604,0.0,0,1
152421,R&B,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),80,0.8029999999999999,3.94e-06,0,1
152432,R&B,Ella Mai,Everything (feat. John Legend),70,0.395,0.0,0,1
152441,R&B,Solange,My Skin My Logo,70,0.7240000000000001,0.0007480000000000001,0,1
152442,R&B,Kehlani,RPG (feat. 6lack),72,0.758,0.0,0,1
152444,R&B,Jhene Aiko,The Worst,70,0.524,1.19e-06,0,1
152479,R&B,Sabrina Claudio,Confidently Lost,68,0.6659999999999999,9.39e-06,0,1
152489,R&B,H.E.R.,Changes,67,0.674,4.87e-06,0,1
152523,R&B,Camila Cabello,All These Years,75,0.732,0.0,0,1
152532,R&B,Tory Lanez,Say It,73,0.546,6.5000000000000004e-06,0,1
152537,R&B,Sabrina Claudio,Frozen,67,0.486,6.59e-05,0,1
152546,R&B,Akon,Don't Matter,67,0.79,0.0,0,1
152550,R&B,Kehlani,The Way (feat. Chance the Rapper),69,0.746,0.0,0,1
152556,R&B,Rex Orange County,Edition,69,0.86,0.0,0,1
152565,R&B,Jacquees,You (Remix) feat. Blueface - Remix,70,0.723,0.0,0,1
152572,R&B,H.E.R.,Carried Away,67,0.693,0.0163,0,1
152577,R&B,Jorja Smith,On My Mind (Jorja Smith X Preditah),72,0.71,0.0,0,1
152582,R&B,Olivia O'Brien,Tequilawine,72,0.705,0.0,0,1
152601,R&B,Tory Lanez,Shooters,72,0.639,0.0,0,1
152608,R&B,Jason Derulo,Trumpets,68,0.635,0.0,0,1
152615,R&B,Nick Jonas,Close,72,0.653,0.0,0,1
152621,R&B,khai dreams,Lost in You,68,0.7709999999999999,0.0,0,1
152623,R&B,SZA,Supermodel,69,0.612,0.0,0,1
152627,R&B,Camila Cabello,OMG,72,0.655,0.115,0,1
152630,R&B,Fantasia,When I See U,68,0.569,8.99e-05,0,1
152635,R&B,Mario Winans,I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,70,0.833,0.00156,0,1
152636,R&B,Brent Faiyaz,Make Luv,66,0.653,5.13e-05,0,1
152641,R&B,Camila Cabello,She Loves Control,75,0.65,0.0,0,1
152658,R&B,T-Pain,Bartender,71,0.675,0.0,0,1
152667,R&B,6LACK,Luving U,70,0.723,0.0008810000000000001,0,1
152668,R&B,H.E.R.,Lights On,64,0.518,0.00042,0,1
152681,R&B,Olivia O'Brien,Fuck Feelings,70,0.8170000000000001,0.0,0,1
152704,R&B,Jason Derulo,Whatcha Say,67,0.615,0.0,0,1
152712,R&B,Solange,Cranes in the Sky,67,0.7190000000000001,0.000147,0,1
152721,R&B,Toni Romiti,Switch Up,65,0.804,0.0,0,1
152729,R&B,Ar'mon & Trey,Forever,64,0.8190000000000001,0.0,0,1
152731,R&B,Jhene Aiko,Promises,63,0.494,4.1899999999999995e-05,0,1
152732,R&B,The-Dream,Shawty Is Da Shit,65,0.782,0.0,0,1
152750,R&B,Julia Michaels,Into You,70,0.6920000000000001,0.0,0,1
152751,R&B,DEAN,instagram,70,0.462,0.0,0,1
152760,R&B,Trey Songz,Solid,70,0.574,0.0,0,1
152761,R&B,Doja Cat,MOOO!,66,0.878,0.0,0,1
152781,R&B,Kirk Franklin,Love Theory,64,0.745,0.0,0,1
152782,R&B,SZA,Doves In The Wind,67,0.6920000000000001,0.0,0,1
152790,R&B,QUIN,MUSHROOM CHOCOLATE (with 6LACK),66,0.728,4.3700000000000005e-05,0,1
152805,R&B,Ella Mai,Close,64,0.736,2.54e-06,0,1
152809,R&B,Amber Mark,Lose My Cool,66,0.733,0.000272,0,1
152830,R&B,SZA,Normal Girl,66,0.622,5.3700000000000004e-05,0,1
152861,R&B,Monte Booker,Mona Lisa,66,0.586,0.00372,0,1
152876,R&B,Mila J,Kickin’ Back,62,0.7,0.0,0,1
152888,R&B,Chris Brown,Party,68,0.762,0.0,0,1
152897,R&B,Toni Romiti,Imma Dog Too,63,0.7829999999999999,0.0,0,1
152913,R&B,Smino,Wild Irish Roses,64,0.632,2.0600000000000003e-05,0,1
152926,R&B,Jeremih,Love Don't Change,68,0.539,0.0,0,1
152927,R&B,Yo Trane,Late Night Drive,63,0.491,0.0,0,1
152930,R&B,Francis and the Lights,May I Have This Dance (Remix) [feat. Chance the Rapper],62,0.784,5.27e-06,0,1
152979,R&B,Teyana Taylor,Rose In Harlem,63,0.5429999999999999,0.0,0,1
152984,R&B,6LACK,Let Her Go,69,0.758,7.8e-05,0,1
152991,Rock,Carole King,Bitter With The Sweet,64,0.691,0.000508,0,1
153008,Rock,Natalia Lafourcade,Tú Sí Sabes Quererme (feat. Los Macorinos),68,0.664,3.2e-06,0,1
153163,Rock,The Palms,All4you,54,0.6659999999999999,0.000233,0,1
153305,Rock,Still Woozy,Vacation,59,0.606,0.0048200000000000005,0,1
153311,Rock,Dave Matthews Band,That Girl Is You,53,0.718,1.87e-05,0,1
153446,Rock,Maná,Se Me Olvidó Otra Vez - Unplugged,65,0.695,0.0,0,1
153569,Rock,Mat Kearney,Better Than I Used To Be,55,0.75,0.000362,0,1
153671,Rock,Nelly Furtado,Crazy - Radio 1 Live Lounge Session,54,0.693,1.3300000000000001e-05,0,1
153755,Rock,Patti Austin,"Baby, Come To Me",65,0.631,0.0,0,1
153908,Rock,Jósean Log,Chachachá,72,0.68,4.67e-06,0,1
153919,Rock,Rainbow Kitten Surprise,The Comedown,52,0.8109999999999999,0.000401,0,1
153990,Rock,The Chordettes,Mr. Sandman,57,0.616,0.0,0,1
154051,Rock,Jack's Mannequin,The Mixed Tape - 2015 Remastered,52,0.41200000000000003,0.0,0,1
154103,Rock,Big & Rich,Run Away with You,54,0.535,0.0,0,1
154220,Rock,Rainbow Kitten Surprise,American Hero,52,0.7020000000000001,5.12e-06,0,1
154230,Rock,Midnight Oil,Beds Are Burning - Remastered,63,0.753,0.00065,0,1
154265,Rock,The 1975,Menswear,54,0.713,0.0246,0,1
154270,Rock,Elvis Presley,"Return to Sender - From ""Girls! Girls! Girls!""",60,0.841,0.0,0,1
154298,Rock,Tyrone Wells,And The Birds Sing,65,0.746,9.4e-06,0,1
154407,Rock,WALK THE MOON,Press Restart,52,0.564,0.00101,0,1
154509,Rock,Sugarland,Babe (feat. Taylor Swift),57,0.535,1.62e-06,0,1
154544,Rock,Natalia Lafourcade,Nunca Es Suficiente,67,0.6990000000000001,2.31e-06,0,1
154650,Rock,Vampire Weekend,Everlasting Arms,54,0.664,0.00352,0,1
154674,Rock,TOPS,Way to be Loved,59,0.583,0.000691,0,1
155042,Rock,Foxygen,Follow the Leader,55,0.514,5.3400000000000004e-05,0,1
155045,Rock,Rainbow Kitten Surprise,Recktify,51,0.758,0.000663,0,1
155215,Rock,Kip Moore,That Was Us,54,0.589,1.49e-05,0,1
155541,Rock,Oh Wonder,Dazzle,56,0.6459999999999999,2.78e-06,0,1
155633,Rock,Two Feet,Twisted,59,0.563,2.44e-05,0,1
155801,Rock,Melendi,Destino o casualidad,72,0.557,0.0,0,1
155848,Rock,Lake Street Dive,Rich Girl,56,0.679,3.07e-05,0,1
155947,Rock,Calle 13,La Vuelta Al Mundo,69,0.748,1.62e-06,0,1
155981,Rock,X Ambassadors,Unsteady - Justin Caruso Remix,53,0.574,3.12e-05,0,1
156169,Rock,Toro y Moi,Miss Me (feat. ABRA),55,0.659,0.000106,0,1
156198,Rock,Gwen Stefani,What U Workin' With?,60,0.753,0.00015900000000000002,0,1
156322,Rock,The Ready Set,In My Feelings,50,0.728,4.83e-06,0,1
156514,Ska,Sublime,Date Rape,55,0.62,0.00011200000000000001,0,1
156542,Ska,The Specials,A Message to You Rudy - 2002 Remaster,61,0.9059999999999999,0.00023199999999999997,0,1
156604,Ska,Toots & The Maytals,54-46 Was My Number,61,0.685,0.0,0,1
156614,Ska,Sublime,KRS-One,46,0.65,0.000251,0,1
156656,Ska,Transplants,California Babylon,47,0.708,7.06e-05,0,1
156729,Ska,Goldfinger,Put The Knife Away,48,0.24100000000000002,0.0,0,1
156801,Ska,Inspector,Amnesia,66,0.505,0.0,0,1
156806,Ska,Los Cafres,Sigo Caminando,62,0.71,3.41e-06,0,1
156820,Ska,Alton Ellis,Blackman's Word (Black Man's Pride),52,0.727,0.00031600000000000004,0,1
157243,Ska,Authority Zero,A Blind Eye,37,0.499,0.000197,0,1
158205,Reggaeton,"Tito ""El Bambino""","Sol, Playa Y Arena",61,0.8220000000000001,0.0,0,1
158217,Reggaeton,Juanka,Que Rico,52,0.831,0.0176,0,1
158225,Reggaeton,Lenny Tavárez,No Quiere Amor - Remix,42,0.738,0.00114,0,1
158229,Reggaeton,Sixto Rein,Trepate,52,0.7490000000000001,3e-06,0,1
158233,Reggaeton,Amenazzy,La Chanty (Remix),54,0.6779999999999999,0.0,0,1
158256,Reggaeton,Nicky Jam,Yo No Soy Tu Marido,59,0.807,5.610000000000001e-05,0,1
158275,Reggaeton,Bryant Myers,Por Qué Sigues con Él - Remix,57,0.78,0.0,0,1
158300,Reggaeton,Jhay Cortez,Perder El Tiempo,52,0.7909999999999999,0.00018999999999999998,0,1
158309,Reggaeton,Nio Garcia,Quién Diría,53,0.755,0.00157,0,1
158314,Reggaeton,Farruko,Hola Beba,56,0.747,0.0,0,1
158322,Reggaeton,Sech,La Mesera,56,0.56,3.01e-05,0,1
158335,Reggaeton,Dayme y El High,A Prueba de Balas,54,0.795,1.01e-05,0,1
158339,Reggaeton,Arcangel,Nueva Actitud,50,0.6970000000000001,0.00011100000000000001,0,1
158359,Reggaeton,Ele A El Dominio,Pal Bote,54,0.624,0.0,0,1
158378,Reggaeton,"Tito ""El Bambino""",Celos,53,0.8029999999999999,0.000103,0,1
158391,Reggaeton,Jowell & Randy,Loco,55,0.762,1.57e-05,0,1
158393,Reggaeton,Sech,Lo Malo,57,0.505,4.52e-05,0,1
158482,Reggaeton,Jowell & Randy,Sólo Por Ti,54,0.69,0.0,0,1
158501,Reggaeton,Kevin Roldan,Ruleta Rusa,58,0.541,2.04e-06,0,1
158550,Reggaeton,Mym,Mundo Aparte,54,0.54,1.5399999999999998e-05,0,1
158584,Reggaeton,DrefQuila,Exhibicionista,69,0.8420000000000001,1.1599999999999999e-05,0,1
158875,Reggaeton,Arcangel,Se Supone,46,0.727,8.18e-05,0,1
158880,Reggaeton,Kevin Roldan,Gemi2,56,0.5529999999999999,1.88e-06,0,1
158899,Reggaeton,Arcangel,En Su Boca,45,0.845,0.000131,0,1
158989,Reggaeton,Danny Ocean,Baby I Won't - Cean Remix,50,0.7559999999999999,0.0,0,1
159145,Reggaeton,Tego Calderon,Quitarte To,42,0.8140000000000001,0.0,0,1
159164,Reggaeton,DrefQuila,GooseBumps (feat. Akapellah),54,0.669,0.0,0,1
159318,Reggaeton,Tego Calderon,Elegante de Boutique,44,0.9259999999999999,0.00115,0,1
159345,Reggaeton,DrefQuila,Ella busca,58,0.767,0.000275,0,1
159443,Reggaeton,Eddie Dee,Taladro,47,0.848,1.1e-05,0,1
159495,Reggaeton,Dayme y El High,No Es Normal (feat. Justin Quiles & Andy Rivera),46,0.722,0.0,0,1
159625,Reggaeton,Cheka,Hey Tu Reloaded (feat. Nicky Jam),45,0.703,0.0,0,1
159668,Reggaeton,Los 4,Brindemos por Ella,49,0.626,2.17e-05,0,1
159702,Reggaeton,DrefQuila,Si te pienso,56,0.57,2.52e-06,0,1
160021,Reggaeton,El Alfa,La Pongo Fina,43,0.573,0.00322,0,1
160228,Reggaeton,Alkilados,Chiquita,44,0.81,0.000492,0,1
160391,Reggaeton,Lasso,Sin Otro Sentido,42,0.708,0.0,0,1
160657,Reggaeton,Lali,Una Na,51,0.499,7.78e-06,0,1
161763,Reggaeton,Lali,Somos Amantes,54,0.638,5.17e-05,0,1
164567,Reggaeton,DrefQuila,Olvídate,40,0.784,0.000436,0,1
166061,Rock,Imagine Dragons,Natural,89,0.7040000000000001,0.0,0,1
166067,Rock,Queen,Under Pressure - Remastered,77,0.667,0.0,0,1
166086,Rock,Queen,Killer Queen - Remastered 2011,74,0.568,0.0,0,1
166111,Rock,Journey,Don't Stop Believin',80,0.5,0.0,0,1
166119,Rock,Steve Miller Band,The Joker,75,0.424,3.78e-06,0,1
166135,Rock,Darius Rucker,Wagon Wheel,74,0.529,0.0,0,1
166153,Rock,Lee Brice,Rumor,76,0.655,0.0,0,1
166159,Rock,LANCO,Greatest Love Story,75,0.6709999999999999,0.0,0,1
166172,Rock,Jimi Hendrix,All Along the Watchtower,77,0.43799999999999994,5.6899999999999994e-05,0,1
166190,Rock,The Black Keys,Howlin' For You,70,0.705,0.0783,0,1
166204,Rock,Buffalo Springfield,For What It's Worth,75,0.653,0.0209,0,1
166207,Rock,Twenty One Pilots,Morph,76,0.7340000000000001,0.0005769999999999999,0,1
166244,Rock,Blind Melon,No Rain,75,0.389,5.0900000000000004e-05,0,1
166263,Rock,Imagine Dragons,Warriors,70,0.365,0.003,0,1
166279,Rock,Looking Glass,Brandy (You're a Fine Girl),73,0.7190000000000001,1.59e-05,0,1
166316,Rock,Elton John,Your Song,76,0.561,5.21e-06,0,1
166324,Rock,Dexys Midnight Runners,Come On Eileen,73,0.45,3.14e-06,0,1
166355,Rock,OneRepublic,Apologize,72,0.591,0.000118,0,1
166361,Rock,The Band,The Weight - Remastered,71,0.63,5.7499999999999995e-05,0,1
166373,Rock,Twenty One Pilots,Smithereens,73,0.764,1.01e-05,0,1
166381,Rock,Queen,Killer Queen - 2011 Remaster,67,0.526,1.3e-06,0,1
166391,Rock,Two Feet,I Feel Like I'm Drowning,75,0.7170000000000001,0.00428,0,1
166400,Rock,Cole Swindell,Break up in the End,71,0.507,0.0,0,1
166419,Rock,Twenty One Pilots,Neon Gravestones,73,0.73,0.000309,0,1
166464,Rock,Pink Floyd,Time,70,0.358,0.00428,0,1
166490,Rock,Don McLean,American Pie,73,0.527,0.0,0,1
166535,Rock,Brett Eldredge,The Long Way,71,0.488,0.0,0,1
166562,Rock,The Outfield,Your Love,71,0.555,1.16e-06,0,1
166669,Rock,Janis Joplin,Me and Bobby McGee,70,0.45299999999999996,5.96e-05,0,1
166692,Rock,Panic! At The Disco,Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,66,0.66,0.0,0,1
166698,Rock,The 1975,TOOTIMETOOTIMETOOTIME,76,0.667,0.015,0,1
166746,Rock,Twenty One Pilots,Pet Cheetah,72,0.653,0.00038700000000000003,0,1
166802,Rock,Pink Floyd,Hey You,68,0.588,0.00236,0,1
166827,Rock,Imagine Dragons,I Bet My Life,65,0.5529999999999999,0.000648,0,1
166828,Rock,Twenty One Pilots,Fairly Local,71,0.715,8.57e-05,0,1
166844,Rock,Twenty One Pilots,Cancer,69,0.652,1.0300000000000001e-05,0,1
166883,Rock,James Bay,Hold Back The River,67,0.715,0.0,0,1
166887,Rock,Colbie Caillat,Bubbly,70,0.664,0.0,0,1
166909,Rock,Twenty One Pilots,Message Man,70,0.715,0.0,0,1
166910,Rock,Moon Taxi,Two High,69,0.68,0.00132,0,1
166911,Rock,Twenty One Pilots,Polarize,71,0.597,0.00302,0,1
166915,Rock,The Killers,Human,71,0.557,0.0012,0,1
166950,Rock,Daryl Hall & John Oates,Sara Smile,65,0.5920000000000001,0.0008939999999999999,0,1
166964,Rock,Imagine Dragons,I’m So Sorry,64,0.524,0.0,0,1
166971,Rock,The Beach Boys,Good Vibrations - Remastered,71,0.396,0.000124,0,1
166988,Rock,Twenty One Pilots,Fake You Out,67,0.84,1.25e-06,0,1
167010,Rock,for KING & COUNTRY,God Only Knows,71,0.597,8.35e-06,0,1
167014,Rock,Mr. Big,To Be With You - 2010 Remastered Version,72,0.688,0.0,0,1
167064,Rock,The Beatles,Something - Remastered 2009,70,0.396,2.62e-06,0,1
167095,Rock,MKTO,How Can I Forget,75,0.7959999999999999,0.0,0,1
167305,Comedy,Sarah Silverman,A Place Called Slaughter Race,56,0.43200000000000005,0.0,0,1
167309,Comedy,Kevin Hart,Push It On Me - From “What Now?”,51,0.585,0.0,0,1
167321,Comedy,Mitch Hedberg,Sandwiches,50,0.491,0.0,0,1
167323,Comedy,Bill Burr,Pro Swine Flu,49,0.48,1.6800000000000002e-05,0,1
167333,Comedy,Mike Birbiglia,There's Something In My Bladder,48,0.505,0.0,0,1
167341,Comedy,Christian Finnegan,Friendly Tollbooth,48,0.589,0.0,0,1
167343,Comedy,John Mulaney,A Child With Lawyers,48,0.55,0.0,0,1
167345,Comedy,Daniel Tosh,White,48,0.488,0.0,0,1
167366,Comedy,Todd Barry,Hot Travel Tips,46,0.524,0.0,0,1
167368,Comedy,Jim Gaffigan,Post Op - Hospitals,45,0.575,0.0,0,1
167369,Comedy,Pete Holmes,Telemarketers,45,0.331,0.0,0,1
167376,Comedy,John Mulaney,Jewish Girls,46,0.5589999999999999,0.0,0,1
167377,Comedy,Joe Rogan,Duck Dynasty,46,0.518,0.0,0,1
